,sport,school,coach
1322,baseball,Mount Michael Benedictine,Tom Swanson
1323,baseball,Nebraska City,Kyle Ferguson
1324,baseball,Norris,Sean Bartholomew
1325,baseball,Platteview,Bryan Dutcher
1326,baseball,Plattsmouth,Jim Olsen
1327,baseball,Roncalli Catholic,Jake Hoover
1328,baseball,Seward,Brock Anderson
1329,baseball,Skutt Catholic,Shawn Exner
1330,baseball,St. Paul/Palmer,Jim Sake
1331,baseball,Thurston-Cuming County,Clay Haymart
1332,baseball,Wahoo/Bishop Neumann/Lincoln Lutheran,Clete Vrbka
1333,baseball,Waverly,Kyle Parker
1334,baseball,Auburn,Mike Henrichs
1335,baseball,Bellevue West,Jason Shockey
1336,baseball,Burke,Scott Hodges
1337,baseball,Gross Catholic,Mike Filipowicz
1338,baseball,Lincoln High,Jon Beiermann
1339,baseball,Lincoln Northeast,Kyle Parker
1340,baseball,Lincoln Southeast,Montana Jones
1341,baseball,Millard West,Steve Frey
1342,baseball,Omaha Central,Gerald Kreber
1343,baseball,Omaha Northwest,Jordan Haas
1344,baseball,Omaha South,Gene Felise
1345,baseball,Omaha Westside,Bob Greco
1346,baseball,Papillion-LaVista,Nate McCabe
1347,baseball,Grand Island,Kirby Wells
1348,baseball,Columbus,Jimmy Johnson
1349,baseball,Millard North,Dave Cork
1350,baseball,Norfolk,Brian Disch
1351,baseball,Virginia City,Fred Bendure
1352,baseball,Smith Valley,David Vick
1353,baseball,Wells,Joel Soriano
1354,baseball,Mineral County,Darren Hamrey
1355,baseball,Pahranagat Valley,Brad Loveday
1356,baseball,Carlin,Andy Harmon
1357,baseball,Indian Springs,Eric Hauge
1358,baseball,Beaver Dam,Travis Delaney
1359,baseball,Eureka,Kenny Sanders
1360,baseball,Sandy Valley,Sid Lupu
1361,baseball,Incline,Billy Knight
1362,baseball,White Pine,Quinn Ewell
1363,baseball,Yerington,Vince Angle
1364,baseball,Needles,Ken Parker
1365,baseball,Laughlin,Tony Petrik
1366,baseball,Battle Mountain,Cory Mills
1367,baseball,North Tahoe,Junior Ramirez
1368,baseball,West Wendover,gerardo rodriguez
1369,baseball,Mountain View Christian,Cary Stanton
1370,baseball,Silver Stage,Daniel Senger
1371,baseball,Pershing County,William Barter
1372,baseball,Calvary Chapel Christian,Rcih Mosqueda
1373,baseball,Lake Mead Academy,Frank Mutz
1374,baseball,Chaparral,Ronnie Burkey
1375,baseball,Moapa Valley,Justin Williams
1376,baseball,Pahrump Valley,Brian Hayes
1377,baseball,Virgin Valley,Jed Brockbrader
1378,baseball,South Tahoe,Starbuck Teevan
1379,baseball,Mojave,Stephen Bock
1380,baseball,Fernley,Jerry Torres
1381,baseball,Spring Creek,Scott Gilligan
1382,baseball,Dayton,Jeremy Kinney
1383,baseball,Elko,Jeremy Etchemendy
1384,baseball,Boulder City,Edward McCann
1385,baseball,Lowry,Benny Martinez
1386,baseball,Truckee,Jeff Murphy
1387,baseball,Churchill County,Lester DeBraga
1388,baseball,Del Sol,Jorge Romero
1389,baseball,Democracy Prep Agassi Campus,Dan Pasternack
1390,baseball,Sparks,David Tallent
1391,baseball,Sunrise Mountain,Antonio Morales
1392,baseball,North Valleys,Trevor Hutton
1393,baseball,Las Vegas,Sam Thomas
1394,baseball,Clark,Brian Gregorich
1395,baseball,Hug,Tyler Eaton
1396,baseball,Arbor View,Jordan Salazar
1397,baseball,Reno,Pete Savage
1398,baseball,Shadow Ridge,Dan Thomas
1399,baseball,Foothill,Matt Iglitz
1400,baseball,Desert Oasis,Paul Buboltz
1401,baseball,Reed,Levi Matherly
1402,baseball,Bonanza,Mike O'Rourke
1403,baseball,Damonte Ranch,Jon Polson
1404,baseball,Centennial,Charles Cerrone
1405,baseball,Basic,Scott Baker
1406,baseball,Spanish Springs,Matt Ortiz
1407,baseball,Faith Lutheran,David Anderson
1408,baseball,Silverado,Brian Whitaker
1409,baseball,McQueen,Spenser Downie
1410,baseball,Palo Verde,Joe Hallead
1411,baseball,Cimarron-Memorial,Mike Hubel
1412,baseball,Carson,Coach Manoukian
1413,baseball,Spring Valley,Jeff Pienta
1414,baseball,Durango,Sam Knapp
1415,baseball,Valley,Chris Manning
1416,baseball,Liberty,Rich Ebarb
1417,baseball,Sierra Vista,Tom Maxwell
1418,baseball,Rancho,Manny Llamas
1419,baseball,Galena,Beau Walker
1420,baseball,Bishop Manogue,Charles Oppio
1421,baseball,Green Valley,Matt Harrison
1422,baseball,Legacy,Joey Lauria
1423,baseball,Southeast Career Tech,Bill Stuber
1424,baseball,Coronado,Rich Santigate
1425,baseball,Canyon Springs,Michael Bolino
1426,baseball,Desert Pines,Ricky Earp
1427,baseball,Wooster,Andy Dominique
1428,baseball,Bishop Gorman,Gino DiMaria
1429,baseball,Carlin,Andy Harmon
1430,baseball,Eureka,Kenny Sanders
1431,baseball,Mineral County,Darren Hamrey
1432,baseball,Smith Valley,David Vick
1433,baseball,Virginia City,Fred Bendure
1434,baseball,Wells,Joel Soriano
1435,baseball,Spring Mountain,Russell Lance-Terry
1436,baseball,Pahranagat Valley,Brad Loveday
1437,baseball,Indian Springs,Eric Hauge
1438,baseball,Beaver Dam,Travis Delaney
1439,baseball,Alvirne,Mike Lee
1440,baseball,Bedford,Billy Chapman
1441,baseball,Bishop Guertin,Scott Painter
1442,baseball,Concord,Scott Owen
1443,baseball,Dover,John Carver
1444,baseball,Exeter,Kevin McQueen
1445,baseball,Keene,Dan Moylan
1446,baseball,Londonderry,Brent Demas
1447,baseball,Manchester Central,Andy Laroche
1448,baseball,Manchester Memorial,Kevin O'Leary
1449,baseball,Merrimack,Kevin Moyer
1450,baseball,Nashua North,Logan Gillis
1451,baseball,Pinkerton,Steve Campo
1452,baseball,Salem,Dan Keleher
1453,baseball,Spaulding,Paul George
1454,baseball,Bow,Ben Forbes
1455,baseball,ConVal,Mike Marschok
1456,baseball,Goffstown,Adam Lawrence
1457,baseball,Hanover,Mike Jackson
1458,baseball,Hollis-Brookline,Ryan Coulter
1459,baseball,Kennett,Joshua McAllister
1460,baseball,Kingswood,Chip Skelley
1461,baseball,Laconia,Jon Myers
1462,baseball,Lebanon,Doug Ashley
1463,baseball,Merrimack Valley,Sean Wheeler
1464,baseball,Milford,Steve Claire
1465,baseball,Oyster River,Craig Walfield
1466,baseball,Pembroke,Josh Coughlin
1467,baseball,Plymouth,Tom Underwood
1468,baseball,Sanborn Regional,Jordan Britton
1469,baseball,Souhegan,Bill Dod
1470,baseball,St. Thomas Aquinas,Scott Dubben
1471,baseball,Stark,Bill Stockhaus
1472,baseball,Belmont,Matt LeBlanc
1473,baseball,Berlin,Nathan Roberge
1474,baseball,Bishop Brady,Skip Foy
1475,baseball,Conant,Brian Royal
1476,baseball,Fall Mountain,Henry Beecher
1477,baseball,Franklin,David Joyce
1478,baseball,Gilford,Eric Duquette
1479,baseball,Hillsboro-Deering,Erik Hagstrom
1480,baseball,Inter-Lakes,Vint Choiniere
1481,baseball,Kearsarge,Travis Pelletier
1482,baseball,Mascenic Regional,Kevin Rines
1483,baseball,Mascoma,David Isom
1484,baseball,Monadnock,James St. Laurent
1485,baseball,Newfound Regional,John Larsen
1486,baseball,Newport,Bob Bates
1487,baseball,Prospect Mountain,Gary Noyes Sr.
1488,baseball,Raymond,Tim Brusso
1489,baseball,Stevens,Paul Silva
1490,baseball,White Mountains,Chris Foss
1491,baseball,Colebrook Academy,Tim Purrington
1492,baseball,Derryfield,Jeff Hastings
1493,baseball,Epping,Michael Donnell
1494,baseball,Farmington,Jim LaClair
1495,baseball,Gorham,Matt Marallo
1496,baseball,Groveton,Brock Ingalls
1497,baseball,Hinsdale,Sam Kilelee
1498,baseball,Hopkinton,David Chase
1499,baseball,Lin-Wood,Kevin O'Brien
1500,baseball,Lisbon,Jeremy Aldrich
1501,baseball,Littleton,Anthony Bray
1502,baseball,Moultonborough Academy,Todd Clifford
1503,baseball,Newmarket,Stan Jurkoic
1504,baseball,Nute,Michael Drolet
1505,baseball,Pittsburg,Neil Prehemo
1506,baseball,Pittsfield,Rob Stockman
1507,baseball,Portsmouth,Tim Hopley
1508,baseball,Portsmouth Christian Academy,James Spinelli
1509,baseball,Profile,Robert Ash
1510,baseball,Sunapee,Tom Frederick
1511,baseball,Wilton-Lyndeborough,David Finch
1512,baseball,Alvirne,Mike Lee
1513,baseball,Bedford,Billy Chapman
1514,baseball,Bishop Guertin,Scott Painter
1515,baseball,Concord,Scott Owen
1516,baseball,Dover,John Carver
1517,baseball,Exeter,Kevin McQueen
1518,baseball,Goffstown,Adam Lawrence
1519,baseball,Keene,Dan Moylan
1520,baseball,Londonderry,Brent Demas
1521,baseball,Manchester Central,Andy Laroche
1522,baseball,Manchester Memorial,Kevin O'Leary
1523,baseball,Merrimack,Kevin Moyer
1524,baseball,Nashua North,Logan Gillis
1525,baseball,Pinkerton,Steve Campo
1526,baseball,Portsmouth,Tim Hopley
1527,baseball,Salem,Dan Keleher
1528,baseball,Spaulding,Paul George
1529,baseball,Windham,Arthur Mullim
1530,baseball,Bow,Ben Forbes
1531,baseball,ConVal,Mike Marschok
1532,baseball,Hanover,Mike Jackson
1533,baseball,Hollis-Brookline,Ryan Coulter
1534,baseball,Kearsarge,Travis Pelletier
1535,baseball,Kennett,Joshua McAllister
1536,baseball,Kingswood,Chip Skelley
1537,baseball,Lebanon,Doug Ashley
1538,baseball,Manchester West,Steve Larose
1539,baseball,Merrimack Valley,Sean Wheeler
1540,baseball,Milford,Steve Claire
1541,baseball,Oyster River,Craig Walfield
1542,baseball,Pembroke,Josh Coughlin
1543,baseball,Plymouth,Tom Underwood
1544,baseball,Sanborn Regional,Jordan Britton
1545,baseball,Souhegan,Bill Dod
1546,baseball,St. Thomas Aquinas,Scott Dubben
1547,baseball,Stark,Bill Stockhaus
1548,baseball,Asbury Park,John Grasso
1549,baseball,Bound Brook,Chris Loeffler
1550,baseball,Burlington City,Scott Yeager
1551,baseball,East Brunswick Vo-Tech,Todd Sak
1552,baseball,Henry Hudson,Matt Mancini
1553,baseball,Highland Park,Michael Moore
1554,baseball,Keansburg,Brian Kmak
1555,baseball,Manville,Rob Snyder
1556,baseball,Metuchen,Leo Danik
1557,baseball,Middlesex,Michael O'Donnell
1558,baseball,Perth Amboy Vo-Tech,Frank Paprota
1559,baseball,Piscataway Vo-Tech,David McNamara
1560,baseball,Shore Regional,Patrick O'Neill
1561,baseball,Somerset Tech,James Strickhart
1562,baseball,South Amboy,Dan Poulsen
1563,baseball,Abraham Clark,"Louis Grasso, Jr."
1564,baseball,Bordentown,Joe Sprague
1565,baseball,Delaware Valley,Martin White
1566,baseball,Delran,Rich Bender
1567,baseball,Ewing,Kip Harrison
1568,baseball,Hillside,Tom Augello
1569,baseball,Holmdel,Daniel Mondelli
1570,baseball,Johnson,David Kennedy
1571,baseball,Long Branch,V.J. Muscillo
1572,baseball,Manasquan,Art Gordon
1573,baseball,Matawan Regional,John Kaye
1574,baseball,North Plainfield,Brian Moody
1575,baseball,Point Pleasant Boro,David drew
1576,baseball,Rahway,Brad Edwards
1577,baseball,Raritan,Jeff Struble
1578,baseball,Robbinsville,Tom Brettell
1579,baseball,Rumson-Fair Haven,Kevin James
1580,baseball,Spotswood,Glenn Fredricks
1581,baseball,Allentown,Brian Nice
1582,baseball,Hamilton,Michael Moceri
1583,baseball,Hightstown,Charlie Iacono
1584,baseball,Lawrence,Andrew Septer
1585,baseball,Liberty,Jim Rankin
1586,baseball,Middletown North,Jon Scala
1587,baseball,Middletown South,Steve Antonucci
1588,baseball,New Brunswick,Nicholas Koman
1589,baseball,Northern Burlington,Rick Doppler
1590,baseball,Nottingham,Bill Langdon
1591,baseball,Ocean Township,Cip Apicelli
1592,baseball,Princeton,Patrick George
1593,baseball,Red Bank Regional,Steve DePolo
1594,baseball,Somerville,Chris Banos
1595,baseball,Wall Township,Todd schmitt
1596,baseball,Brick Memorial,Evan Rizzitello
1597,baseball,Brick Township,Jason Groschel
1598,baseball,East Brunswick,Tom Hockenjos
1599,baseball,Freehold Boro,Jon Block
1600,baseball,Hunterdon Central,Kevin Cuozzi
1601,baseball,Jackson Memorial,Frank Malta
1602,baseball,Manalapan,Brian Boyce
1603,baseball,Marlboro,Jimmy Ferraro
1604,baseball,Monroe Township,Greg Beyer
1605,baseball,Montgomery,Peter Mueller
1606,baseball,North Brunswick,Mark Blevins
1607,baseball,Old Bridge,Matt Donaghue
1608,baseball,Rancocas Valley,Dave Hower
1609,baseball,Sayreville,Michael Novak
1610,baseball,South Brunswick,Tim Sweeney
1611,baseball,Steinert,Brian Giallella
1612,baseball,Trenton Central,Mark Hoppe
1613,baseball,West Windsor-Plainsboro North,Gary Gottlob
1614,baseball,DePaul Catholic,John Zisa
1615,baseball,Don Bosco Prep,Mike Rooney
1616,baseball,Paramus Catholic,Scott Luna
1617,baseball,Pope John XXIII,Vin Bello
1618,baseball,Seton Hall Prep,Michael J. Sheppard Jr.
1619,baseball,St. Joseph Regional,Glenn Toepert
1620,baseball,St. Peter's Prep,Patrick Laguerre
1621,baseball,Dwight-Englewood,Rich Muller
1622,baseball,Hawthorne Christian,Tyler Van Dyk
1623,baseball,Hudson Catholic,Alberto Vasquez
1624,baseball,Montclair Kimberley Academy,Ralph Pacifico
1625,baseball,Morris Catholic,Kevin Murray
1626,baseball,Morristown-Beard,John Sheppard
1627,baseball,Oratory Prep,Ed DiMaggio
1628,baseball,Queen of Peace,Nick Edwards
1629,baseball,Saddle River Day,Richard Pandich
1630,baseball,Native American Community Academy,John Juanico
1631,baseball,Lordsburg,Mike Newell
1632,baseball,Navajo Pine,Lindsey Brown
1633,baseball,Jal,Johnny Estrada
1634,baseball,Capitan,James Weems
1635,baseball,Clayton,Geoffrey Maestas
1636,baseball,Estancia,Randy Archibeque
1637,baseball,Eunice,Drew Reynolds
1638,baseball,Loving,Hipolito Hernandez
1639,baseball,Magdalena,Kyl Candelaria
1640,baseball,McCurdy,Roberto DeVargas
1641,baseball,Menaul/Oak Grove,Gary Boatman
1642,baseball,Mesilla Valley Christian School,Steve Beardsley
1643,baseball,Mora,Manuel Benavidez
1644,baseball,Pecos,Nick Ruiz
1645,baseball,Penasco,Dominic Garcia
1646,baseball,Questa,Levi Curry
1647,baseball,Rehoboth Christian,Anthony Sanchez
1648,baseball,Santa Rosa,James Sanchez
1649,baseball,Texico,Ty Thatcher
1650,baseball,East Mountain,David Naylor
1651,baseball,New Mexico Military Institute,Charles Ward
1652,baseball,Santa Fe Indian,Jude Torres
1653,baseball,St. Michael's,Augustin Ruiz
1654,baseball,Sandia Prep,Paul Huitt
1655,baseball,Hatch Valley,Mark Thompson
1656,baseball,Navajo Prep,Austin Rochford
1657,baseball,Cobre,Chris Salcido
1658,baseball,Tucumcari,Dennis Dysart
1659,baseball,Wingate,Christopher Begay
1660,baseball,Zuni,Briley Haskie
1661,baseball,Dexter,Arturo Duran
1662,baseball,Hot Springs,Anthony Flores
1663,baseball,Laguna Acoma,Tim Rizek
1664,baseball,Raton,Michael Marez
1665,baseball,Socorro,Raymond Gonzales
1666,baseball,Thoreau,Lonnie Cook
1667,baseball,Tohatchi,Ray Francisco
1668,baseball,Bloomfield,Jim Belveal
1669,baseball,St. Pius X,Matt McCoy
1670,baseball,Los Alamos,Bryan Neal
1671,baseball,Los Lunas,Shaun Reed
1672,baseball,Albuquerque Academy,Chris Alexander
1673,baseball,Grants,Walter Sarracino
1674,baseball,Valencia,Carlos Carrasco
1675,baseball,Santa Teresa,Gilbert Bailon
1676,baseball,Shiprock,Alfred Baer
1677,baseball,Kirtland Central,Joshua Nacki
1678,baseball,Belen,Tom Wisneski
1679,baseball,Miyamura,Dustin Vidal
1680,baseball,Valley,chad kuhn
1681,baseball,Goddard,Gilbert Alvarado
1682,baseball,Chaparral,Sergio Quintero
1683,baseball,Taos,Miguel Quintana
1684,baseball,Silver,Lonnie Sandoval
1685,baseball,Del Norte,Leandro Lovato
1686,baseball,Artesia,JJ Ortiz
1687,baseball,Lovington,Ronnie Deck
1688,baseball,Aztec,Wes leplatt
1689,baseball,Gallup,Martin Arias
1690,baseball,Pojoaque Valley,Chris Kitchens
1691,baseball,Espanola Valley,Joe Padilla
1692,baseball,Moriarty,Denny Young
1693,baseball,Bernalillo,Eli Springer
1694,baseball,Ruidoso,Chris Galbraith
1695,baseball,Highland,Fernando Santillanes
1696,baseball,Deming,Fernando Holguin jr.
1697,baseball,Gadsden,Richard Yanez
1698,baseball,Alamogordo,Matthew Scott
1699,baseball,La Cueva,Gerard Pineda
1700,baseball,Onate,David Reyes
1701,baseball,Piedra Vista,Jeff Kiraly
1702,baseball,Cleveland,Shane Shallenberger
1703,baseball,Carlsbad,Alan Edmonson
1704,baseball,Farmington,Danny Secrest
1705,baseball,Volcano Vista,Todd Flores
1706,baseball,Rio Rancho,Mario Tafoya
1707,baseball,Eldorado,Reid Figiel
1708,baseball,Cibola,Ramon Gonzales
1709,baseball,Sandia,Chris Eaton
1710,baseball,Centennial,Rusty Evans
1711,baseball,Manzano,Tim Campos
1712,baseball,Atrisco Heritage Academy,Chris Trujillo
1713,baseball,Hobbs,Marco Boyle
1714,baseball,West Mesa,Marc Hilton
1715,baseball,Rio Grande,Orlando Griego
1716,baseball,Santa Fe,Ian Farris
1717,baseball,Mayfield,Darrell Carrillo
1718,baseball,Clovis,Richard Cruce
1719,baseball,Las Cruces,Gil Padilla
1720,baseball,Roswell,Tyrell Curtis
1721,baseball,Albuquerque,Jennifer Vallejos
1722,baseball,Cimarron,Alex Martinez
1723,baseball,Dora,Mason McBee
1724,baseball,Elida,Jimmy Dale Ward
1725,baseball,Floyd,Brian Martin
1726,baseball,Gateway Christian,Rick Rapp
1727,baseball,Jemez Valley,jarrett burke
1728,baseball,Logan,Kyle Griffiths
1729,baseball,Melrose,Lance Widner
1730,baseball,Native American Community Academy,John Juanico
1731,baseball,Navajo Pine,Lindsey Brown
1732,baseball,Amherst Central,Brian Davis
1733,baseball,Amityville Memorial,Chris Diot
1734,baseball,Ardsley,Jeff Caldara
1735,baseball,Averill Park,Jim Kahler
1736,baseball,Bayport-Blue Point,Jim Moccio
1737,baseball,Beacon,Bobby Atwell
1738,baseball,Bethpage,Robert Fisher
1739,baseball,Brewster,Matt Cunningham
1740,baseball,Burnt Hills-Ballston Lake,Josh Hadcock
1741,baseball,Byram Hills,Scott Saunders
1742,baseball,Camden,Jacob Bates
1743,baseball,Carthage,Joseph Sech
1744,baseball,Catholic Central,Dave Bestle
1745,baseball,Cheektowaga,Matthew Glowacki
1746,baseball,Chittenango,Matt Bloom
1747,baseball,Clarke,Thomas Abruscato
1748,baseball,Cobleskill-Richmondville,John Henry
1749,baseball,Cornwall Central,thomas fanning
1750,baseball,Cortland,Ben Albright
1751,baseball,East,Kyle Crandall
1752,baseball,East Hampton,Ed Bahns
1753,baseball,Eastridge,Mike Screen
1754,baseball,Edison Tech,Kyle Tickner
1755,baseball,Elmira,Jason Manwaring
1756,baseball,Elmont Memorial,Robert Gates
1757,baseball,Franklin,eddie lee
1758,baseball,Geneva,jason michaels
1759,baseball,Glen Cove,Kevin Nolan
1760,baseball,Goshen Central,John Mardyniak
1761,baseball,Grand Island,Dean Santorio
1762,baseball,Greece Arcadia,Christopher Ruggieri
1763,baseball,Greece Olympia,Steven Paternico
1764,baseball,Hamburg,Steve Chaffee
1765,baseball,Harrison,Marco Diruocco
1766,baseball,Hendrick Hudson,Van Vourliotis
1767,baseball,Homer,Robert Nasiatka
1768,baseball,Honeoye Falls-Lima,Dan Hoyt
1769,baseball,Indian River,Tyler Brown
1770,baseball,Jamesville-DeWitt,Ryan Dera
1771,baseball,John Glenn,Matthew Rocchio
1772,baseball,Johnson City,Dave Buchak
1773,baseball,Kenmore East,Leslie Simon
1774,baseball,Lake Shore,Bob Kowal
1775,baseball,Lakeland,Bill Casey
1776,baseball,Lansingburgh,Matt Cater
1777,baseball,Lewiston-Porter,Mark Waple
1778,baseball,Locust Valley,John Lonardo
1779,baseball,Lynbrook,Al Marrazzo
1780,baseball,Manhasset,Brian Corbo
1781,baseball,McKinley,Dominic Massaro
1782,baseball,Mendon,Jeff Amoroso
1783,baseball,Mexico,Joe Meyer
1784,baseball,Minisink Valley,Dave Benedetto
1785,baseball,Mohonasen,Andy Cuthbertson
1786,baseball,Monroe,Chris Golamb
1787,baseball,Mount Sinai,Eric Reichenbach
1788,baseball,New Hartford,John Randall
1789,baseball,Newark,Michael McGavisk
1790,baseball,North Tonawanda,J.R. Liberti
1791,baseball,Norwich,Richard Turnbull
1792,baseball,Nyack,Joe De Palma
1793,baseball,Oneida,Ryan Kramer
1794,baseball,Our Lady of Lourdes,Derrick Damiano
1795,baseball,Owego Free Academy,Phil Schofield
1796,baseball,Pearl River,Michael Oliva
1797,baseball,Peekskill,Chris Salumn
1798,baseball,Pelham Memorial,Brian Leighton
1799,baseball,Pioneer,David Buncy
1800,baseball,Port Jervis,Jason Gunderman
1801,baseball,Riverside,Geoffrey Hurley
1802,baseball,Rocky Point,Andrew Aschettino
1803,baseball,Rondout Valley,paul bogart
1804,baseball,"Roosevelt (Hyde Park, NY)",Kory VanZandt
1805,baseball,Roosevelt (NY),Adam Stiles
1806,baseball,Rye,Michael Bruno
1807,baseball,Saugerties,Michael Pugliese
1808,baseball,School of the Arts,Willie Mason
1809,baseball,Shoreham-Wading River,K Willi
1810,baseball,Sleepy Hollow,Ray Farrell
1811,baseball,South Glens Falls,Al Vasak
1812,baseball,South Park,Adam Hovey
1813,baseball,Starpoint,Timothy Racey
1814,baseball,Sutherland,Brandon DeRosa
1815,baseball,Sweet Home,Jon Campolo
1816,baseball,Tappan Zee,Mark Stanford
1817,baseball,Troy,will whitty
1818,baseball,Valley Stream South,Ken Ward
1819,baseball,Wallkill,TD Mills
1820,baseball,Walter Panas,Anthony Fata
1821,baseball,Wantagh,Keith Sachs
1822,baseball,Watertown,Matt Covey
1823,baseball,Wayne,Andrew Struzik
1824,baseball,West Hempstead,Bill Cloghessy
1825,baseball,West Seneca East,David Giancola
1826,baseball,Westhampton Beach,Terry Moran
1827,baseball,Whitesboro,Tom Maggiolino
1828,baseball,Williamsville East,Jerry Gasz
1829,baseball,Williamsville South,Chris Murphy
1830,baseball,Albany,David Preston
1831,baseball,Arlington,John Biasotti
1832,baseball,Auburn,John Turcsik
1833,baseball,Ballston Spa,Curtis Nobles
1834,baseball,Bay Shore,michael herbst
1835,baseball,Bethlehem Central,Rob Helm
1836,baseball,Binghamton,Dave Buchak
1837,baseball,Brockport,Matt Davis
1838,baseball,Canandaigua Academy,Dale Werth
1839,baseball,Carmel,Bob Shilling
1840,baseball,Christian Brothers Academy,Casey O'Connor
1841,baseball,Churchville-Chili,Jake Dennstedt
1842,baseball,Clarence,David Smith
1843,baseball,Clarkstown North,Joseph Stefania
1844,baseball,Clarkstown South,Mike Amendola
1845,baseball,Colonie Central,Kevin Halburian
1846,baseball,Columbia,Chris Dedrick
1847,baseball,Copiague,Ken Rittenhouse
1848,baseball,Dr. Thomas,Steve Scofield
1849,baseball,Early College,Scott Cerasuolo
1850,baseball,East Meadow,John Marciante
1851,baseball,East Ramapo [Ramapo/Spring Valley],Chris Landry
1852,baseball,Fairport,Brian Reed
1853,baseball,Farmingdale,Frank Tassielli
1854,baseball,Fayetteville-Manlius,JJ Potrikus
1855,baseball,Fox Lane,Matt Hillis
1856,baseball,Frontier,Mike Morlock
1857,baseball,Gates Chili,Dean Dingee
1858,baseball,Gorton,Jamie Morales
1859,baseball,Greece Athena,Jason Bunting
1860,baseball,Greeley,Anthony Marino
1861,baseball,Guilderland,Douglas LaValley
1862,baseball,Half Hollow Hills West,Tom Migliozzi
1863,baseball,Hauppauge,Kevin Giachetti
1864,baseball,Hempstead,Joseph Anthony Merolle
1865,baseball,Hilton,Kevin Whelehan
1866,baseball,Huntington,Greg Kalkau
1867,baseball,Irondequoit,Tim Mabb
1868,baseball,Ithaca,Ron Amato
1869,baseball,Jamestown,David Roehmholdt
1870,baseball,"John Jay (Cross River, NY)",Geoff Curtis
1871,baseball,"John Jay (Hopewell Junction, NY)",Eric Frink
1872,baseball,Kenmore West,John Jr haynes
1873,baseball,Ketcham,Pat Mealy
1874,baseball,Kings Park,KingsPark Coach
1875,baseball,Kingston,mike groppuso
1876,baseball,Lancaster,Mark Dalfonso
1877,baseball,Lincoln,Brian Vickers
1878,baseball,Liverpool,Fred Terzini
1879,baseball,Lockport,Dan Petock
1880,baseball,Longwood,david delfranco
1881,baseball,MacArthur,Steve Costello
1882,baseball,Mahopac,Myckie Lugbauer
1883,baseball,Mamaroneck,Michael Chiapparelli
1884,baseball,Massapequa,Tom Sheedy
1885,baseball,McQuaid Jesuit,Tony Fuller
1886,baseball,Middletown,Brian McDevitt
1887,baseball,Monroe-Woodbury,Christopher Vero
1888,baseball,Mount Vernon,Ernest Richardson
1889,baseball,New Rochelle,Peter Annunziata
1890,baseball,Newburgh Free Academy,NewburghFreeAcademy Coach
1891,baseball,Niagara Falls,Robert Augustino
1892,baseball,Niagara-Wheatfield,Jim Hagerty
1893,baseball,Niskayuna,Chris Bianchi
1894,baseball,North Babylon,Stephen Corrado
1895,baseball,North Rockland,Joe Sottile
1896,baseball,Oceanside,Andrew Morris
1897,baseball,Orchard Park,Chuck Senn
1898,baseball,Ossining,joseph hazen
1899,baseball,Patchogue-Medford,Tony Frascogna
1900,baseball,Penfield,Nick Marcin
1901,baseball,Pine Bush,Matt Boffalo
1902,baseball,Proctor,Dave Guido
1903,baseball,Rush-Henrietta,Bill Rasmussen
1904,baseball,Saratoga Springs,Andy Cuthbertson
1905,baseball,Saunders Trades & Tech,Rich Bergen
1906,baseball,Scarsdale,Jeff Weigel
1907,baseball,Spencerport,Larry Frisa
1908,baseball,Suffern,chris michie
1909,baseball,Syosset,Kerry Allen Albanese
1910,baseball,Union-Endicott,Matthew Ferraro
1911,baseball,Valley Central,Eric Bartle
1912,baseball,Valley Stream Central,Paul Klimuszko
1913,baseball,Victor,Sean Rucker
1914,baseball,Ward Melville,Lou Petrucci
1915,baseball,Warwick,Eric Rosa
1916,baseball,Washingtonville,Bob Bauer
1917,baseball,Webster Schroeder,Matt Knight
1918,baseball,Webster Thomas,Kevin Neenan
1919,baseball,West Babylon,Victor Manzella
1920,baseball,West Islip,Paul Kory
1921,baseball,West Seneca West,Jeff Helmbrecht
1922,baseball,White Plains,Marcel Galligani
1923,baseball,Williamsville North,Jerry Scarcella
1924,baseball,Adirondack,Michael Fauvelle
1925,baseball,Akron,greg bell
1926,baseball,Albany Academy for Boys,David Rider
1927,baseball,Albertus Magnus,Dan Freeman
1928,baseball,Albion,Bruce Blanchard
1929,baseball,Alden,joe olaf
1930,baseball,Attica,Shawn Fromwiller
1931,baseball,Babylon,Victor Manzella
1932,baseball,Briarcliff,john schrader
1933,baseball,Broadalbin-Perth,Ryan Pingitore
1934,baseball,Bronxville,Anthony Vaglica
1935,baseball,Buffalo Academy for Visual & Performing Arts,Vincent Ricchiazzi
1936,baseball,Burgard,Michael Parzymieso
1937,baseball,Burke Catholic,Al Trezza
1938,baseball,Cairo-Durham,Chris Freeburg
1939,baseball,Canastota,Bryant Moore
1940,baseball,Carle Place,Brian Krummenacker
1941,baseball,Cazenovia,jay steinhorst
1942,baseball,Center Moriches,Dennis Donovan
1943,baseball,Charter School for Applied Tech,Doug Whitehead
1944,baseball,Chatham,Scott Steltz
1945,baseball,Chenango Valley,Michael Allen
1946,baseball,City Honors,Michael Moretta
1947,baseball,Cohoes,Matt Cater
1948,baseball,Corinth,Peter Sorbera
1949,baseball,Coxsackie-Athens,Curtis Wilkinson
1950,baseball,Croton-Harmon,Eric Rosen
1951,baseball,Dansville,Tom Hober
1952,baseball,Depew,Dennis Crawley
1953,baseball,Dobbs Ferry,Frank Adamo
