,sport,school,coach
641,Basketball,Gary West Side,shanee butler
642,Basketball,Lafayette Jefferson,Andy Baker
643,Basketball,Hammond Morton,Deandre Williams
644,Basketball,Fort Wayne Wayne,Lacia Gorman
645,Basketball,New Haven,MyQueisha Bratton
646,Basketball,Kokomo,Tod Windlan
647,Basketball,Shelbyville,Becca Hoefler
648,Basketball,DeKalb,Brett Eltzroth
649,Basketball,Pike,Robert Anglea
650,Basketball,Fort Wayne North Side,Michael Wallace
651,Basketball,Mishawaka,Sarah DeShone
652,Basketball,Woodlan,Gary Cobb
653,Basketball,Jay County,Kirk Comer
654,Basketball,Adams Central,Doug Curtis
655,Basketball,South Adams,Brett Freeman
656,Basketball,Heritage,Melissa Connor
657,Basketball,Southern Wells,Jessica Killingbeck
658,Basketball,Vincennes Lincoln,Travis Connor
659,Basketball,Washington,Gretchen Miles
660,Basketball,Boonville,Jason Gansman
661,Basketball,Mt. Carmel,tim willis
662,Basketball,Jasper,Jessica Mehringer
663,Basketball,Mt. Vernon,Doug Blair
664,Basketball,Loogootee,Chad Wade
665,Basketball,Vincennes Rivet,Tim Young
666,Basketball,South Knox,Hollie Eaves
667,Basketball,Barr-Reeve,Bret Graber
668,Basketball,North Knox,steve meurer
669,Basketball,Northeast Dubois,Andy Chinn
670,Basketball,Wood Memorial,Johnnie Bartley
671,Basketball,Shoals,Kyle Turpin
672,Basketball,Oak Hill,Rodger Cameron
673,Basketball,Frankton,Stephan Hamaker
674,Basketball,Mississinewa,Laura Friday
675,Basketball,Blackford,Mitch Waters
676,Basketball,Eastbrook,Jeff Liddick
677,Basketball,Alexandria-Monroe,Gregory Warren
678,Basketball,Madison-Grant,Brandon Bradley
679,Basketball,Crosspointe Christian Academy,Justin Schellenberg
680,Basketball,Tabernacle Christian,Justin Scholl
681,Basketball,Indiana Christian Academy,Daniel Stevens
682,Basketball,Colonial Christian,Dan Dawson
683,Basketball,Heritage Hall Christian,Liz Halleck
684,Basketball,Osage,Chad Erickson
685,Basketball,West Marshall,Fred Zeller
686,Basketball,Red Oak,Maddie Gelber
687,Basketball,Gilbert,Mike Frisk
688,Basketball,West Liberty,Nick Heath
689,Basketball,Cherokee Washington,Heath Hagberg
690,Basketball,South Central Calhoun,Eric Francis
691,Basketball,Pocahontas,Robert Maske
692,Basketball,Assumption,Katelyn McNamara
693,Basketball,Central Lee,Jerry Ireland
694,Basketball,Benton,Laurie Donald
695,Basketball,Creston,Tony Neubauer
696,Basketball,Algona,Brad Sudol
697,Basketball,Eddyville-Blakesburg-Fremont,Tony Fenton
698,Basketball,Spirit Lake,BJ Mayer
699,Basketball,East Sac County,Mike Fischer
700,Basketball,Northeast,Johnny Driscoll
701,Basketball,Nevada,Tony Neubauer
702,Basketball,PCM,Jeff Lindsay
703,Basketball,New Hampton,Chad Pemble
704,Basketball,Williamsburg,Austin Mullikin
705,Basketball,Beckman,Chad Thomason
706,Basketball,Tipton,Chad Rezac
707,Basketball,Anamosa,Doug Arnold
708,Basketball,Sheldon,Kris Groff
709,Basketball,Greene County,Tyler Westhoff
710,Basketball,Clarke,Jeb ESLICK
711,Basketball,South Tama County,Todd Dale
712,Basketball,Saydel,Scott Powell
713,Basketball,Marion,Sheryl Gaffney-Paige
714,Basketball,Bishop Heelan Catholic,Darron Koolstra
715,Basketball,Keokuk,Michael Davis
716,Basketball,Maquoketa,James Doepke
717,Basketball,Lewis Central,Derek Archer
718,Basketball,Clear Creek-Amana,Eric Gjerde
719,Basketball,A-D-M,Jim Depue
720,Basketball,Decorah-North Winneshiek,Shannon Quandahl
721,Basketball,Fairfield,Jeff Miller
722,Basketball,Winterset,Andy Pickering
723,Basketball,Mason City,Curt Klaahsen
724,Basketball,Central Clinton,Chad Specht
725,Basketball,Washington,Jordan Bentley
726,Basketball,Carlisle,Jim Flaws
727,Basketball,Spencer,Don Martindale
728,Basketball,Western Dubuque,Casey Bryant
729,Basketball,Perry,Cassandra Smith
730,Basketball,Fort Madison,charles knipe
731,Basketball,Hoover,jason karaidos
732,Basketball,Storm Lake,Mike Wabeke
733,Basketball,Clinton,Cathy Marx
734,Basketball,Iowa City,bill mctaggart
735,Basketball,Davenport North,Richard Uthoff
736,Basketball,Dowling Catholic,Kristin Meyer
737,Basketball,Valley,Josef Sigrist
738,Basketball,"Lincoln (Council Bluffs, IA)",Chad Schaa
739,Basketball,Indianola,Chris Honeck
740,Basketball,Urbandale,Kenton Tennal
741,Basketball,Iowa City West,BJ Mayer
742,Basketball,Hempstead,Everette Locklear
743,Basketball,Pleasant Valley,Jennifer Goetz
744,Basketball,Ames,Joel Sullivan
745,Basketball,Dubuque Senior,Dusty Rogers
746,Basketball,"Jefferson (Council Bluffs, IA)",Nicole Vetter
747,Basketball,Des Moines North,haywood boston
748,Basketball,Des Moines East,Sam Powell
749,Basketball,Burlington,Dee Warner
750,Basketball,"Jefferson (Cedar Rapids, IA)",Larry Niemeyer
751,Basketball,Diagonal,Jim Goins
752,Basketball,Ankeny Christian Academy,Christopher Harken
753,Basketball,Dowling Catholic,Kristin Meyer
754,Basketball,Urbandale,Kenton Tennal
755,Basketball,Ames,Joel Sullivan
756,Basketball,Valley,Josef Sigrist
757,Basketball,Mason City,Curt Klaahsen
758,Basketball,Des Moines North,haywood boston
759,Basketball,Des Moines East,Sam Powell
760,Basketball,Hoover,jason karaidos
761,Basketball,Nemaha Central,Hadden Hiltgen
762,Basketball,Riley County,Harold Oliver
763,Basketball,Frontenac,Scott Fields
764,Basketball,Eureka,Shelly Hoyt
765,Basketball,Halstead,Derek Schutte
766,Basketball,Cheney,Rod Scheer
767,Basketball,Haven,Dwight Roper
768,Basketball,Scott,Sarah McCormick
769,Basketball,Phillipsburg,Rachel Miller
770,Basketball,Sabetha,Nate Bauman
771,Basketball,Colby,Tom Stephens
772,Basketball,Wellsville,Brock Campbell
773,Basketball,Cherryvale,David Smedley
774,Basketball,Galena,Preston Scarrow
775,Basketball,Hugoton,Emmanuel Adigun
776,Basketball,Hesston,Matt Richardson
777,Basketball,Beloit,Shauna Remus
778,Basketball,Trinity Academy,Lori Broadie
779,Basketball,Anderson County,Amy Disbrow
780,Basketball,Cimarron,Eli Applegate
781,Basketball,Jefferson West,John Malloy
782,Basketball,Norton,George Rossi
783,Basketball,Rock Creek,Mike Zabel
784,Basketball,Council Grove,Jason Shelangouski
785,Basketball,Goodland,Ronnie Wolf
786,Basketball,Osage City,Chris Kirkpatrick
787,Basketball,Columbus,Marty Atnip
788,Basketball,Humboldt,Aubrey Jones
789,Basketball,Baxter Springs,Kris Crotts
790,Basketball,Atchison County,Mike Eckert
791,Basketball,Silver Lake,Tyler Stewart
792,Basketball,Perry-Lecompton,Jami Hodge
793,Basketball,Lakin,Vanessa Esquibel
794,Basketball,Thomas More Prep-Marian,Rose McFarland
795,Basketball,St. Marys,Randy Wild
796,Basketball,Santa Fe Trail,Denver Ramsey
797,Basketball,Osawatomie,Hayley Jones
798,Basketball,Anthony-Harper-Chaparral,Kyle Regier
799,Basketball,Lyons,Bj Smith
800,Basketball,Hiawatha,Jolene Bannister
801,Basketball,Marysville,Amy Renyer
802,Basketball,Russell,Frank Schulte
803,Basketball,Burlington,Doug Stewart
804,Basketball,Pleasant Ridge,Michael Koontz
805,Basketball,Holcomb,Andrea Ardery
806,Basketball,Fredonia/Elk Valley,Chad Estes
807,Basketball,Collegiate,Brett Gunderson
808,Basketball,Hoisington,Mandy Mason
809,Basketball,Smoky Valley,Larry Van Der Wege
810,Basketball,Caney Valley,Emily Washburn
811,Basketball,Minneapolis,Bryan Weatherman
812,Basketball,Prairie View,Brianna Haupt
813,Basketball,Maur Hill Prep-Mount Academy,Luke Noll
814,Basketball,West Franklin,Trish Rogers
815,Basketball,Royal Valley,Kyle Porter
816,Basketball,Kingman,Bill Kelley
817,Basketball,Concordia,Michael Wahlmeier
818,Basketball,Southwestern Heights,Bob Murphy
819,Basketball,Larned,Ashley Crosby
820,Basketball,Nickerson,Jon McLean
821,Basketball,Piper,Shane Stout
822,Basketball,Bishop Miege,terry english
823,Basketball,Circle,Brian Henry
824,Basketball,Labette County,Heather Wilson
825,Basketball,Chapman,Drew Gruver
826,Basketball,Baldwin,Bob Martin
827,Basketball,Clay Center,Jeff Edwards
828,Basketball,Andale,ted anderson
829,Basketball,Chanute,Dustin Fox
830,Basketball,Buhler,Jack Conkling
831,Basketball,Girard,Brad Herlocker
832,Basketball,Holton,Kurt Haussler
833,Basketball,Clearwater,Casey Carlson
834,Basketball,Independence,James Cole
835,Basketball,Wellington,Eric Adams
836,Basketball,Paola,Stuart Ross
837,Basketball,Rose Hill,Greg Welch
838,Basketball,Hayden,Carvel Reynoldson
839,Basketball,Iola,Becky Carlson
840,Basketball,Louisburg,Shawn Lowry
841,Basketball,Atchison,Andrew Lillie
842,Basketball,Winfield,Jason VenJohn
843,Basketball,Fort Scott,Jeff Armstrong
844,Basketball,Abilene,Mike Liby
845,Basketball,Field Kindley,Anita Walker
846,Basketball,Ottawa,Matt Schurman
847,Basketball,Tonganoxie,Mitch Loomis
848,Basketball,Augusta,Rainey Maloy
849,Basketball,El Dorado,Jordan Crawford
850,Basketball,Ulysses,Tim Hofferber
851,Basketball,Mulvane,Daniel Myears
852,Basketball,McPherson,Chris Strathman
853,Basketball,"Central (Andover, KS)",Stana Jefferson
854,Basketball,Seaman,Matt Tinsley
855,Basketball,Aquinas,Rick Hetzel
856,Basketball,Maize South,Ben Hamilton
857,Basketball,Bishop Carroll,Taylor Dugan
858,Basketball,Schlagle,Sonya Scott
859,Basketball,"Central (Salina, KS)",Chris Fear
860,Basketball,Maize,Jerrod Handy
861,Basketball,Basehor-Linwood,Noah Simpson
862,Basketball,Lansing,KC Simmons
863,Basketball,De Soto,Ryan Robie
864,Basketball,Goddard,Kevin Hackerott
865,Basketball,Kapaun Mt. Carmel,Billy Graf
866,Basketball,Sumner Academy,Todd wassmann
867,Basketball,Blue Valley Southwest,TJ Taylor
868,Basketball,St. James Academy,Greg Hohensinner
869,Basketball,Shawnee Heights,Bob Wells
870,Basketball,Northwest,Deitric Sanders
871,Basketball,Eisenhower,Matt Brumley
872,Basketball,Pittsburg,Eric Flaton
873,Basketball,Bonner Springs,Nick Schuster
874,Basketball,South,Ryan Stuart
875,Basketball,Emporia,Carolyn Lee
876,Basketball,Andover,Seth Anderson
877,Basketball,Valley Center,Trent Preheim
878,Basketball,Spring Hill,Clay Frigon
879,Basketball,Highland Park,Sanetra Jackson
880,Basketball,Great Bend,Jason Tatkenhorst
881,Basketball,Hays,Kyle Porter
882,Basketball,Leavenworth,Ryan Foster
883,Basketball,Arkansas City,Brandon Pride
884,Basketball,Washington,Katrena Richard
885,Basketball,Newton,Kate Bremerman
886,Basketball,West,David Meseke
887,Basketball,Liberal,Carter Kruger
888,Basketball,Topeka,Hannah Alexander
889,Basketball,Derby,Jodie Karsak
890,Basketball,Heights,Kip Pulliam
891,Basketball,Blue Valley North,Ann Fritz
892,Basketball,Olathe East,Brian Martin
893,Basketball,Washburn Rural,kevin bordewick
894,Basketball,Dodge City,Kelley Snodgrass
895,Basketball,Shawnee Mission Northwest,Tyler Stewart
896,Basketball,Olathe West,Rick Rhoades
897,Basketball,Olathe North,Nick Bradford
898,Basketball,Olathe Northwest,Joel Branstrom
899,Basketball,Shawnee Mission West,Ryan Foster
900,Basketball,Olathe South,Mike Allen
901,Basketball,Blue Valley,Ryan Mahoney
902,Basketball,Shawnee Mission East,Austin Klumpe
903,Basketball,Hutchinson,tom clark
904,Basketball,Manhattan,Scott Mall
905,Basketball,Southeast,Donald Dixon
906,Basketball,Garden City,Matt Pfeifer
907,Basketball,Harmon,Mr. Bryant Tucker Sr.
908,Basketball,Lawrence Free State,Bryan Duncan
909,Basketball,East,James Cole
910,Basketball,West,Mironda Moore
911,Basketball,"North (Shawnee Mission, KS)",Amanda McNeill
912,Basketball,"South (Shawnee Mission, KS)",Terry Tinich
913,Basketball,Mill Valley,John McFall
914,Basketball,Lawrence,Jeff Dickson
915,Basketball,Gardner-Edgerton,Scott Schaefer
916,Basketball,Blue Valley West,Rick Strecker
917,Basketball,Blue Valley North West,Matthew Shulman
918,Basketball,"North (Wichita, KS)",Michael Bailey
919,Basketball,Junction City,Tim Testa
920,Basketball,Wyandotte,William Wells
921,Basketball,"South (Wichita, KS)",David Clark
922,Basketball,Flint Hills Christian,Stacie Kemler
923,Basketball,Washington County HomeSchool,Casey Parham
924,Basketball,Tyro Christian,Terry Byrd
925,Basketball,Wichita HomeSchool,trey hall
926,Basketball,Reno County HomeSchool,BRIAN DEETZ
927,Basketball,Derby,Jodie Karsak
928,Basketball,Maize,Jerrod Handy
929,Basketball,Hutchinson,tom clark
930,Basketball,South,Ryan Stuart
931,Basketball,Haysville Campus,Josh Curtiss
932,Basketball,Central,Chris Fear
933,Basketball,Community Christian,Mary Lee Evers
934,Basketball,Paducah Tilghman,Steve Dreher
935,Basketball,Graves County,Aaron Beth
936,Basketball,Mayfield,Bradley Nanney
937,Basketball,Marshall County,Dan Langhi
938,Basketball,Calloway County,Valerie Waller
939,Basketball,Murray,Wyatt Foust
940,Basketball,Trigg County,Amy Breckel
941,Basketball,Crittenden County,Shannon Hodge
942,Basketball,Lyon County,Malissa Thomas
943,Basketball,Henderson County,Jeff Haile
944,Basketball,Webster County,Brandon Fisher
945,Basketball,Madisonville-North Hopkins,Jeff Duvall
946,Basketball,Caldwell County,Chuck Mitchell
947,Basketball,Hopkins County Central,Jennifer McCalister
948,Basketball,Hopkinsville,Tonya Wells
949,Basketball,Christian County,Kiki Radford
950,Basketball,University Heights,Taylor Sparks
951,Basketball,St. Louis Catholic,Tony Johnson
952,Basketball,Brusly,Trent Ellis
953,Basketball,Parkview Baptist,Christina Lockett Anderson
954,Basketball,Caldwell Parish,Abby Thompson
955,Basketball,Albany,Stacy Darouse
956,Basketball,Mansfield,Kendra Jones
957,Basketball,Buckeye,Garrett Hoffpauir
958,Basketball,University Lab,Bonita Johnson
959,Basketball,Jennings,Eric Guidry
960,Basketball,Baker,Charles Harris
961,Basketball,King Charter,Antoinette Gay
962,Basketball,Westlake,gloria fontenot
963,Basketball,Pine Prairie,Renotta Edwards
964,Basketball,E.D. White,Marcey Zeringue
965,Basketball,Iota,Meghann LeJeune
966,Basketball,Madison Prep Academy,dwayne hayes
967,Basketball,Loranger,Sean Shields
968,Basketball,South Beauregard,susan johnson
969,Basketball,Abbeville,Jeffery Davis
970,Basketball,Ursuline Academy,Kris Goff
971,Basketball,Haynes Academy,Michael Bonura
972,Basketball,Kenner Discovery Health Sciences Academy,Jeryl Fischtziur
973,Basketball,Donaldsonville,SHAWANCY JOSEPH
974,Basketball,Kaplan,Amelia Broussard
975,Basketball,Carroll,patrick sumbler
976,Basketball,Crowley,Alton Allen
977,Basketball,Church Point,Jamal Broussard
978,Basketball,Green Oaks,Jessica Elie
979,Basketball,Ville Platte,Dot Doulet
980,Basketball,Bossier,Cherise Sims
981,Basketball,Sumner,Kara Corkern
982,Basketball,Union Parish,chateria brown
983,Basketball,Sci Academy,Jira Williams
984,Basketball,St. James,Curtis Lawrence
985,Basketball,St. Martinville,Roddy Chaisson
986,Basketball,Lutcher,Taylor Crappell
987,Basketball,Archbishop Hannan,Austin Puntila
988,Basketball,Iowa,Tisha Whittington
989,Basketball,Glen Oaks,Alicia Dedeaux
990,Basketball,Wossman,matthew reed
991,Basketball,De La Salle,Mike Mosley
992,Basketball,Mentorship Academy,Eric Brown
993,Basketball,Sterlington,Mike Crumpler
994,Basketball,Richwood,Kristy Brothers
995,Basketball,McDonogh 35,Danielle Allen-Lewis
996,Basketball,Mamou,Mark Temple
997,Basketball,Bogalusa,Jarvious D.Grayson
998,Basketball,West Feliciana,Timothy Washington
999,Basketball,Patrick Taylor Science & Tech Academy,Tevyn Cagins
1000,Basketball,Marksville,Joseph Greenhouse
1001,Basketball,Academy of the Sacred Heart,Micki Andry
1002,Basketball,Loyola College Prep,Kyle Tanner
1003,Basketball,Wright,Kiejon Belvin
1004,Basketball,Erath,Andrea Bernard
1005,Basketball,Lake Charles College Prep,Chantel Citizen-Williams
1006,Basketball,North Webster,John Carodine
1007,Basketball,David Thibodaux,Candace Ardoin
1008,Basketball,Frederick A. Douglass,Joshua Reed
1009,Basketball,International,Bernette Tolston
1010,Basketball,LaGrange,lakeem holmes
1011,Basketball,Huntington,Brian Shyne
1012,Basketball,Lee,valencia wilson
1013,Basketball,Edna Karr,Lester Washington
1014,Basketball,South Lafourche,Rainie Terrebonne
1015,Basketball,A.J. Ellender,kenneth dixon
1016,Basketball,Northwood,Patrick Lindsey
1017,Basketball,Opelousas,Leslie Pitre
1018,Basketball,Belle Chasse,Kayla Inabinett
1019,Basketball,Assumption,Amy Blanchard
1020,Basketball,Bolton,Antonio Keller
1021,Basketball,St. Michael,Jeanne Kenney
1022,Basketball,North Vermilion,Casey Meador
1023,Basketball,St. Thomas More,stephen strojny
1024,Basketball,Neville,Lorrie Guimbellot
1025,Basketball,Pearl River,Sarah Stroyewski
1026,Basketball,Teurlings Catholic,Joe Heintz
1027,Basketball,Woodlawn-Shreveport,Demitice Williams-Elie
1028,Basketball,Easton,Darius Mimms
1029,Basketball,Franklin Parish,porsha williams
1030,Basketball,Benjamin Franklin,Chrissa Hailey
1031,Basketball,Vandebilt Catholic,Jerwaski Coleman
1032,Basketball,Tioga,Deborah Johnson
1033,Basketball,Westgate,Raphael Baranco
1034,Basketball,Minden,Jacob Brown
1035,Basketball,Carencro,Keesha Sices
1036,Basketball,Livingston Collegiate Academy,Kwame Jordan
1037,Basketball,Carver Collegiate Academy,William Green
1038,Basketball,Peabody,Marjorie Cotton
1039,Basketball,Washington,Terence Winn
1040,Basketball,Istrouma,Ernie Blanson
1041,Basketball,Lakeshore,DeLynn Stelly
1042,Basketball,Bastrop,Gerline Guillaume
1043,Basketball,Cecilia,Jasmine Narcisse
1044,Basketball,Plaquemine,Brannon Dillon
1045,Basketball,St. Scholastica,DJ D
1046,Basketball,South Terrebonne,Nick Cenac
1047,Basketball,Beau Chene,Melanie Durio
1048,Basketball,DeRidder,Charles Kiely
1049,Basketball,Washington-Marion,Nikki Mason
1050,Basketball,Livonia,Angell Gosserand
1051,Basketball,Landry-Walker,Lester Washington
1052,Basketball,Morgan City,Duriel Singleton
1053,Basketball,Academy of Our Lady,Gabie Huling
1054,Basketball,Franklinton,Elecia Crain
1055,Basketball,Cabrini,Nancy Walsh
1056,Basketball,Eleanor McMain,Alendra Brown-Niang
1057,Basketball,New Orleans Military & Maritime Academy,James Singleton
1058,Basketball,Broadmoor,Sean Beauchamp
1059,Basketball,Salmen,Panayiotis Bountovinas
1060,Basketball,Eunice,John Burson
1061,Basketball,Rayne,Chester Randell
1062,Basketball,Lusher,Jenn Miller
1063,Basketball,North DeSoto,Stephanie Locke
1064,Basketball,Cox,Barbara Weary
1065,Basketball,Northside,Amy Desermeoux
1066,Basketball,Leesville,Daniel Greenhouse
1067,Basketball,Belaire,Ella Reado
1068,Basketball,Evangel Christian Academy,Meoka Young
1069,Basketball,Hahnville,Arrianna Smith
1070,Basketball,Sulphur,Helen LeFevre
1071,Basketball,Pineville,Tiffany Edmondson
1072,Basketball,Ponchatoula,Patricia Landaiche
1073,Basketball,John Curtis Christian,Barbara Farris
1074,Basketball,Ouachita Parish,Amber Obaze-Ford
1075,Basketball,East St. John,Stasha Thomas
1076,Basketball,Zachary,Michael Stephens
1077,Basketball,Benton,Mary Ward
1078,Basketball,Captain Shreve,Keith Greene
1079,Basketball,Chalmette,Shondra Johnson
1080,Basketball,Mt. Carmel,Jamie Thomatis
1081,Basketball,Walker,Korey Arnold
1082,Basketball,Parkway,Gloria Williams
1083,Basketball,St. Mary's Dominican,Ryan Reuter
1084,Basketball,West Jefferson,Patrick Smith
1085,Basketball,Lafayette,Tarunye Kanonu
1086,Basketball,Terrebonne,Gus Brown
1087,Basketball,West Monroe,John Green
1088,Basketball,Fontainebleau,Elicia Ocmond
1089,Basketball,Denham Springs,Shelly Laprarie
1090,Basketball,L.W. Higgins,Jacade Gordon
1091,Basketball,West Ouachita,Jim Murphy
1092,Basketball,Northshore,Tory Hearn
1093,Basketball,Barbe,Kelly Durio
1094,Basketball,Live Oak,michele yawn
1095,Basketball,St. Amant,Kristy Englade
1096,Basketball,John Ehret,G.J. GRANDPRE
1097,Basketball,Hammond,kovi dillon
1098,Basketball,McKinley,Temeka Johnson
1099,Basketball,Southwood,Terry Josting
1100,Basketball,Sam Houston,jason jagneaux
1101,Basketball,Natchitoches Central,Nikki Jones
1102,Basketball,Archbishop Chapelle,Mike Krajcer
1103,Basketball,East Ascension,Dennis Chandler
1104,Basketball,Dutchtown,Annette Lowery
1105,Basketball,Slidell,Raymond Winzy
1106,Basketball,Haughton,Jenifer Pesnell
1107,Basketball,Airline,Lyndzee McConathy
1108,Basketball,Alexandria,Clay Russell
1109,Basketball,Bonnabel,Francis Cohen
1110,Basketball,New Iberia,Robert Pinckney
1111,Basketball,Ruston,Jenna Bolin
1112,Basketball,Mandeville,Melissa Weinmunson
1113,Basketball,Bourgeois,Leon Veal
1114,Basketball,Central Lafourche,Kevin Naquin
1115,Basketball,Byrd,Joanna Tate
1116,Basketball,Riverdale,Matthew Young
1117,Basketball,Acadiana,catherine cassidy
1118,Basketball,Scotlandville,Katrell Dixon
1119,Basketball,Thibodaux,Ashley Adams
1120,Basketball,Central,TERRIOR MORRIS-JONES
1121,Basketball,Destrehan,Meagan Stock
1122,Basketball,Grace King,Gary Perkins
1123,Basketball,St. Joseph's Academy,Mina Williams
1124,Basketball,Woodlawn-B.R.,Jonathan Kohn
1125,Basketball,East Jefferson,Henry Latten
1126,Basketball,Covington,Christine Beauvais
1127,Basketball,Vision Academy,michael mcdaniel
1128,Basketball,Grace Christian,Anna Phillips
1129,Basketball,Fairview,Kyle Jinks
1130,Basketball,Hathaway,James Welch
1131,Basketball,Monterey,Stacy Morgan
1132,Basketball,Lacassine,Jeremy Hollier
1133,Basketball,Zwolle,Tim Parker
1134,Basketball,Stanley,Cleve Craig
1135,Basketball,University Academy,Craig Whittington
1136,Basketball,Forest,pamela shelton
1137,Basketball,Choudrant,Geoff Underwood
1138,Basketball,Singer,Stacy Nortman
1139,Basketball,Anacoco,Michele Goins
1140,Basketball,Family Community Christian,Heath Young
1141,Basketball,Quitman,Jacob Barron
1142,Basketball,Glenmora,Robert Flowers
1143,Basketball,Castor,Kenneth Collinsworth
1144,Basketball,Midland,Amanda Fontenot
1145,Basketball,Holden,Lisa Thornton
1146,Basketball,Doyline,Curtis Allen
1147,Basketball,Bell City,Tracy Fontenot
1148,Basketball,Simsboro,carol ward
1149,Basketball,Weston,David Brown
1150,Basketball,Elizabeth,Selena Friday
1151,Basketball,Saline,larry williams
1152,Basketball,Oak Hill,Candace Black
1153,Basketball,Pitkin,Dana Wisby
1154,Basketball,Converse,Rhonda Byrd
1155,Basketball,Maurepas,Brittany Lauzervich
1156,Basketball,Mt. Hermon,Barbara Smith
1157,Basketball,Negreet,Wendy Thaxton
1158,Basketball,Academy of the Sacred Heart,Mark A
1159,Basketball,Christ Episcopal School,Stephen Griffin
1160,Basketball,Hicks,Mike Charrier
1161,Basketball,Reeves,Mark Dronet
1162,Basketball,Plainview,Phillip George
1163,Basketball,Summerfield,Randy Carlisle
1164,Basketball,Gibsland-Coleman,Roger Jones
1165,Basketball,Family Christian,steve rachal
1166,Basketball,Ebarb,Darrin Dyess
1167,Basketball,Calvin,Lance Carpenter
1168,Basketball,Evans,Haley King
1169,Basketball,Epps,Penny Hale
1170,Basketball,Georgetown,Haley King
1171,Basketball,Johnson Bayou,Amber Trahan
1172,Basketball,Pleasant Hill,Jeremy Leach
1173,Basketball,Hornbeck,Brittany Downs
1174,Basketball,Harrisonburg,Gene Edwards
1175,Basketball,Atlanta,Daniel Greenhouse
1176,Basketball,South Cameron,Kyla Foster Richard
1177,Basketball,Phoenix,Beau felder
1178,Basketball,Louisiana School for the Deaf,Denton Mallas
1179,Basketball,Simpson,Stephen Briscoe
1180,Basketball,Grand Isle,Racheal Vaughn
1181,Basketball,Hackberry,Jay Bergeron
1182,Basketball,Downsville,David Rader
1183,Basketball,Lutheran,Calvin Behrens
1184,Basketball,New Living Word,LaWanda Wright
1185,Basketball,Southwest Louisiana HomeSchool,CLINT DANIEL
1186,Basketball,Faith Training Christian Academy,Walter Young
1187,Basketball,Pontchartrain Christian HomeSchool,Eric Singletary
1188,Basketball,Bethel Christian,Alberta Johnson
1189,Basketball,Northeast Baptist,Dale Gregory
1190,Basketball,Lighthouse Christian Preparatory,Shaquayla H. Darby
1191,Basketball,Haynesville,Monica Ridley
1192,Basketball,Homer,Elaine Gilbert
1193,Basketball,Lincoln Prep,Antonio Hudson
1194,Basketball,Plain Dealing,Nick Wainwright
1195,Basketball,Calvary Baptist Academy,Chandelle Scott
1196,Basketball,Ringgold,Shelie Collins
1197,Basketball,Waterville,Ted Rioux
1198,Basketball,Hermon,Amanda Cummings
1199,Basketball,Wells,don abbott
1200,Basketball,Oceanside,Samantha Bragg
1201,Basketball,Yarmouth,Christina Strong
1202,Basketball,Mountain Valley,Ryan Casey
1203,Basketball,Poland,Michael Susi
1204,Basketball,Orono,Nick Winchester
1205,Basketball,Washington Academy,Vincent Emery
1206,Basketball,Winthrop,Joe Burnham
1207,Basketball,Fort Fairfield,Larry Gardner
1208,Basketball,Boothbay,Dan Wolotsky
1209,Basketball,Monmouth Academy,Katie McAllister
1210,Basketball,Penobscot Valley,Nathaniel Case
1211,Basketball,Carrabec,Josh Bishop
1212,Basketball,Richmond,Michael Ladner
1213,Basketball,Hall-Dale,Jarod Richmond
1214,Basketball,Fort Kent,Travis Delisle
1215,Basketball,Mattanawcook,Brian McDormand
1216,Basketball,Woodland,Michelle Ripley
1217,Basketball,Madawaska,Dean Gendreau
1218,Basketball,Telstar,Kelly Dole
1219,Basketball,Waynflete,James Marshall
1220,Basketball,Lee Academy,Michael Richardson
1221,Basketball,Shead,Dean Preston
1222,Basketball,Wisdom,Derek Grivois
1223,Basketball,Jonesport-Beals,Bill Z. Fan
1224,Basketball,Machias,Matthew Johnson
1225,Basketball,Bangor Christian,Phil Robinson
1226,Basketball,Gardiner,Mike Gray
1227,Basketball,Erskine Academy,Scott Corey
1228,Basketball,Messalonskee,Keith Derosby
1229,Basketball,Lawrence,John Donato
1230,Basketball,Mt. Blue,Zac Conlogue
1231,Basketball,Camden Hills,Kim Kuhn
1232,Basketball,Kennebunk,Rob Sullivan
1233,Basketball,Marshwood,Lee Petrie
1234,Basketball,Gray-New Gloucester,Michael Andreasen
1235,Basketball,York,Rick Clark
1236,Basketball,Westbrook,Todd Day
1237,Basketball,Leavitt,Tammy Anderson
1238,Basketball,Fryeburg,Daniel Leland
1239,Basketball,Portland,Gerry Corcoran
1240,Basketball,Cheverus,Steve Huntington
1241,Basketball,Lewiston,Mike McGraw
1242,Basketball,South Portland,Lynne Hasson
1243,Basketball,Gorham,Laughn Berthiaume
1244,Basketball,Massabesic,ian ryan
1245,Basketball,Sanford,Tracy Lizotte
1246,Basketball,Bonny Eagle,scott regan
1247,Basketball,Easton,Kurisha Hoffman
1248,Basketball,Poly,Kendall Peace
1249,Basketball,Great Mills,Matt Wood
1250,Basketball,Bel Air,Calvin Skelton
1251,Basketball,Frederick,Ashley Bush
1252,Basketball,Hereford,bryan lintner
1253,Basketball,River Hill,Teresa Waters
1254,Basketball,Reservoir,Deb Taylor
1255,Basketball,North Point,Michael Serpone
1256,Basketball,Rockville,Gretchen Gregg
1257,Basketball,St. Charles,Darrelle Smith
1258,Basketball,Marriotts Ridge,Caitlin Bay
1259,Basketball,Kent Island,David Plumer
1260,Basketball,Towson,Jen Hahn
